date,platform,post_type,likes,shares,comments,views,platform_encoded,post_type_encoded,year,month,day_of_week,week_of_year
5/7/2023,Twitter,image,1450,879,267,4801,0,0,2023,5,6,18
5/7/2023,Twitter,image,954,513,190,6530,0,0,2023,5,6,18
5/7/2023,Instagram,video,843,467,231,8800,1,1,2023,5,6,18
5/7/2023,Facebook,image,1972,497,460,5675,2,0,2023,5,6,18
5/7/2023,Instagram,image,696,491,485,9562,1,0,2023,5,6,18
5/7/2023,Instagram,image,2007,142,468,8421,1,0,2023,5,6,18
5/7/2023,Twitter,image,1300,350,245,8934,0,0,2023,5,6,18
5/8/2023,Facebook,video,815,410,253,9963,2,1,2023,5,0,19
5/8/2023,Facebook,text,1364,642,278,7021,2,2,2023,5,0,19
5/8/2023,Instagram,image,484,874,271,6019,1,0,2023,5,0,19
5/8/2023,Instagram,video,640,807,236,9153,1,1,2023,5,0,19
5/9/2023,Facebook,image,1535,589,207,6007,2,0,2023,5,1,19
5/9/2023,Instagram,image,1267,833,174,4979,1,0,2023,5,1,19
5/9/2023,Facebook,text,2078,661,321,7994,2,2,2023,5,1,19
5/10/2023,Instagram,image,913,564,480,4916,1,0,2023,5,2,19
5/10/2023,Twitter,image,1782,639,219,6493,0,0,2023,5,2,19
5/10/2023,Facebook,image,511,511,325,8185,2,0,2023,5,2,19
5/10/2023,Twitter,text,1020,468,352,5359,0,2,2023,5,2,19
5/10/2023,Facebook,video,1012,716,397,9145,2,1,2023,5,2,19
5/11/2023,Facebook,text,1922,288,496,5683,2,2,2023,5,3,19
5/11/2023,Instagram,text,1785,787,184,7342,1,2,2023,5,3,19
5/11/2023,Twitter,text,958,573,447,5072,0,2,2023,5,3,19
5/11/2023,Instagram,image,1763,855,263,9253,1,0,2023,5,3,19
5/12/2023,Facebook,video,2066,466,430,5998,2,1,2023,5,4,19
5/12/2023,Instagram,text,1907,736,129,7647,1,2,2023,5,4,19
5/12/2023,Facebook,text,462,833,163,6118,2,2,2023,5,4,19
5/12/2023,Instagram,text,1331,173,479,4707,1,2,2023,5,4,19
5/12/2023,Instagram,image,1698,444,335,5325,1,0,2023,5,4,19
5/12/2023,Instagram,image,1509,820,498,5407,1,0,2023,5,4,19
5/12/2023,Instagram,image,1555,690,442,4954,1,0,2023,5,4,19
5/12/2023,Instagram,video,2145,614,155,7002,1,1,2023,5,4,19
5/12/2023,Twitter,text,1214,372,379,7173,0,2,2023,5,4,19
5/12/2023,Twitter,text,2199,845,224,8331,0,2,2023,5,4,19
5/12/2023,Twitter,image,1660,530,291,9762,0,0,2023,5,4,19
5/13/2023,Instagram,video,1788,728,359,4646,1,1,2023,5,5,19
5/13/2023,Twitter,text,1095,528,472,9885,0,2,2023,5,5,19
5/13/2023,Facebook,video,811,378,156,8994,2,1,2023,5,5,19
5/13/2023,Twitter,text,2179,211,239,5862,0,2,2023,5,5,19
5/14/2023,Facebook,text,1503,703,159,4275,2,2,2023,5,6,19
5/14/2023,Twitter,video,1555,248,464,7302,0,1,2023,5,6,19
5/14/2023,Instagram,text,783,511,233,6057,1,2,2023,5,6,19
5/14/2023,Instagram,text,1328,665,382,9544,1,2,2023,5,6,19
5/15/2023,Instagram,video,1095,194,151,8105,1,1,2023,5,0,20
5/15/2023,Twitter,text,622,463,386,4092,0,2,2023,5,0,20
5/15/2023,Facebook,image,1491,632,420,4649,2,0,2023,5,0,20
5/16/2023,Twitter,video,919,700,315,4533,0,1,2023,5,1,20
5/16/2023,Twitter,text,1540,629,387,6710,0,2,2023,5,1,20
5/16/2023,Twitter,image,1126,203,480,7922,0,0,2023,5,1,20
5/16/2023,Instagram,video,1349,336,391,5075,1,1,2023,5,1,20
5/16/2023,Twitter,video,1363,774,150,5864,0,1,2023,5,1,20
5/17/2023,Twitter,image,1342,892,317,8001,0,0,2023,5,2,20
5/18/2023,Facebook,text,1561,378,263,7533,2,2,2023,5,3,20
5/18/2023,Facebook,video,1847,209,450,8052,2,1,2023,5,3,20
5/18/2023,Instagram,video,1946,864,415,8201,1,1,2023,5,3,20
5/18/2023,Facebook,image,1867,825,174,5527,2,0,2023,5,3,20
5/18/2023,Facebook,image,855,828,450,5271,2,0,2023,5,3,20
5/18/2023,Twitter,image,680,793,275,9406,0,0,2023,5,3,20
5/18/2023,Instagram,text,1951,632,426,4712,1,2,2023,5,3,20
5/19/2023,Instagram,image,670,196,211,6948,1,0,2023,5,4,20
5/19/2023,Facebook,text,820,618,149,9478,2,2,2023,5,4,20
5/19/2023,Facebook,image,1661,518,280,5371,2,0,2023,5,4,20
5/19/2023,Instagram,text,694,454,411,8761,1,2,2023,5,4,20
5/19/2023,Instagram,video,1027,564,306,6580,1,1,2023,5,4,20
5/20/2023,Instagram,video,543,497,292,8667,1,1,2023,5,5,20
5/20/2023,Twitter,image,1609,147,416,7937,0,0,2023,5,5,20
5/20/2023,Twitter,text,1820,843,238,5475,0,2,2023,5,5,20
5/20/2023,Instagram,image,745,579,482,7885,1,0,2023,5,5,20
5/20/2023,Facebook,image,1941,581,422,8966,2,0,2023,5,5,20
5/20/2023,Facebook,image,422,240,272,5526,2,0,2023,5,5,20
5/20/2023,Twitter,image,1361,886,115,5382,0,0,2023,5,5,20
5/21/2023,Instagram,image,1858,808,125,7068,1,0,2023,5,6,20
5/21/2023,Facebook,video,951,447,493,6737,2,1,2023,5,6,20
5/21/2023,Twitter,video,1218,781,370,9701,0,1,2023,5,6,20
5/21/2023,Instagram,text,846,772,368,6897,1,2,2023,5,6,20
5/21/2023,Instagram,text,1185,793,259,8437,1,2,2023,5,6,20
5/21/2023,Twitter,text,918,446,401,6084,0,2,2023,5,6,20
5/21/2023,Facebook,text,778,843,235,9335,2,2,2023,5,6,20
5/21/2023,Instagram,text,1396,570,118,4282,1,2,2023,5,6,20
5/21/2023,Facebook,image,1701,877,239,6982,2,0,2023,5,6,20
5/22/2023,Facebook,image,1767,207,223,7684,2,0,2023,5,0,21
5/22/2023,Instagram,text,977,786,325,5850,1,2,2023,5,0,21
5/22/2023,Facebook,text,1248,795,243,9100,2,2,2023,5,0,21
5/22/2023,Twitter,text,757,305,370,4760,0,2,2023,5,0,21
5/22/2023,Instagram,image,1312,542,153,4415,1,0,2023,5,0,21
5/22/2023,Instagram,video,1803,676,115,7355,1,1,2023,5,0,21
5/23/2023,Twitter,text,757,278,494,5244,0,2,2023,5,1,21
5/23/2023,Instagram,video,1289,323,220,8310,1,1,2023,5,1,21
5/24/2023,Twitter,video,1432,532,414,4667,0,1,2023,5,2,21
5/24/2023,Facebook,video,1291,185,461,4771,2,1,2023,5,2,21
5/24/2023,Twitter,image,868,238,352,8836,0,0,2023,5,2,21
5/24/2023,Facebook,video,725,513,456,6416,2,1,2023,5,2,21
5/24/2023,Facebook,text,2167,175,354,8340,2,2,2023,5,2,21
5/24/2023,Instagram,video,960,491,486,6927,1,1,2023,5,2,21
5/24/2023,Twitter,video,1677,819,341,9722,0,1,2023,5,2,21
5/25/2023,Instagram,image,982,889,318,4092,1,0,2023,5,3,21
5/25/2023,Facebook,image,539,833,298,7247,2,0,2023,5,3,21
5/25/2023,Instagram,text,1849,313,176,8975,1,2,2023,5,3,21
5/25/2023,Facebook,text,999,137,236,4954,2,2,2023,5,3,21
5/25/2023,Facebook,video,701,345,328,6221,2,1,2023,5,3,21
5/25/2023,Instagram,video,1129,473,429,6635,1,1,2023,5,3,21
5/25/2023,Instagram,text,1696,234,144,8205,1,2,2023,5,3,21
5/25/2023,Twitter,image,1843,543,338,5217,0,0,2023,5,3,21
5/25/2023,Facebook,image,911,661,359,4124,2,0,2023,5,3,21
5/26/2023,Twitter,image,2123,289,475,7414,0,0,2023,5,4,21
5/26/2023,Instagram,text,1960,412,111,9313,1,2,2023,5,4,21
5/26/2023,Twitter,text,881,596,209,8212,0,2,2023,5,4,21
5/26/2023,Instagram,video,565,452,388,9033,1,1,2023,5,4,21
5/26/2023,Instagram,text,733,789,163,6075,1,2,2023,5,4,21
5/26/2023,Instagram,text,639,248,125,4972,1,2,2023,5,4,21
5/26/2023,Facebook,image,1164,720,167,5234,2,0,2023,5,4,21
5/27/2023,Instagram,text,798,874,437,5077,1,2,2023,5,5,21
5/27/2023,Facebook,video,1146,872,191,6092,2,1,2023,5,5,21
5/27/2023,Instagram,image,2077,156,363,9452,1,0,2023,5,5,21
5/27/2023,Instagram,text,1523,255,289,4888,1,2,2023,5,5,21
5/28/2023,Twitter,image,2019,468,316,4861,0,0,2023,5,6,21
5/28/2023,Instagram,text,1366,164,219,7123,1,2,2023,5,6,21
5/28/2023,Twitter,text,1642,632,300,4685,0,2,2023,5,6,21
5/28/2023,Instagram,video,1822,325,426,4143,1,1,2023,5,6,21
5/28/2023,Instagram,video,1588,279,352,6927,1,1,2023,5,6,21
5/28/2023,Facebook,text,2033,236,178,7315,2,2,2023,5,6,21
5/29/2023,Facebook,text,674,164,267,7797,2,2,2023,5,0,22
5/29/2023,Facebook,video,1633,290,336,4528,2,1,2023,5,0,22
5/29/2023,Twitter,video,2056,693,381,7188,0,1,2023,5,0,22
5/30/2023,Instagram,text,781,510,230,7305,1,2,2023,5,1,22
5/30/2023,Twitter,image,2079,547,208,6303,0,0,2023,5,1,22
5/30/2023,Twitter,video,1673,179,204,6433,0,1,2023,5,1,22
5/30/2023,Instagram,image,1856,513,293,8131,1,0,2023,5,1,22
5/31/2023,Twitter,image,1595,869,331,9376,0,0,2023,5,2,22
5/31/2023,Facebook,text,956,749,252,5333,2,2,2023,5,2,22
5/31/2023,Instagram,image,1919,889,323,9439,1,0,2023,5,2,22
5/31/2023,Twitter,text,677,442,468,9630,0,2,2023,5,2,22
5/31/2023,Facebook,text,2001,220,393,4003,2,2,2023,5,2,22
6/1/2023,Twitter,text,2004,277,140,4937,0,2,2023,6,3,22
6/1/2023,Twitter,video,980,770,334,4875,0,1,2023,6,3,22
6/1/2023,Instagram,video,981,452,398,9571,1,1,2023,6,3,22
6/1/2023,Twitter,image,1737,446,120,9330,0,0,2023,6,3,22
6/1/2023,Facebook,text,1647,714,161,4295,2,2,2023,6,3,22
6/1/2023,Twitter,image,787,308,301,4000,0,0,2023,6,3,22
6/2/2023,Facebook,video,2173,395,412,6407,2,1,2023,6,4,22
6/2/2023,Facebook,text,1008,616,367,9745,2,2,2023,6,4,22
6/2/2023,Twitter,text,1869,267,329,5248,0,2,2023,6,4,22
6/2/2023,Twitter,text,1032,135,434,8452,0,2,2023,6,4,22
6/2/2023,Facebook,text,911,545,134,7385,2,2,2023,6,4,22
6/2/2023,Twitter,video,992,740,450,6214,0,1,2023,6,4,22
6/2/2023,Twitter,text,867,532,416,4732,0,2,2023,6,4,22
6/2/2023,Instagram,video,1551,437,386,5891,1,1,2023,6,4,22
6/2/2023,Instagram,image,674,467,183,7233,1,0,2023,6,4,22
6/3/2023,Instagram,video,983,228,389,7261,1,1,2023,6,5,22
6/3/2023,Instagram,video,639,300,180,6927,1,1,2023,6,5,22
6/4/2023,Twitter,image,1089,535,140,5699,0,0,2023,6,6,22
6/4/2023,Twitter,image,442,787,366,8137,0,0,2023,6,6,22
6/5/2023,Instagram,image,1289,688,223,7266,1,0,2023,6,0,23
6/5/2023,Facebook,text,493,512,330,6454,2,2,2023,6,0,23
6/5/2023,Instagram,video,595,667,246,6474,1,1,2023,6,0,23
6/5/2023,Instagram,image,598,698,156,7574,1,0,2023,6,0,23
6/5/2023,Instagram,video,1745,621,263,9931,1,1,2023,6,0,23
6/5/2023,Facebook,image,1194,619,434,5784,2,0,2023,6,0,23
6/5/2023,Facebook,video,1875,479,158,6053,2,1,2023,6,0,23
6/5/2023,Facebook,video,601,595,138,5447,2,1,2023,6,0,23
6/5/2023,Twitter,video,1707,345,380,8604,0,1,2023,6,0,23
6/6/2023,Instagram,image,1864,456,291,4068,1,0,2023,6,1,23
6/6/2023,Facebook,image,1907,163,480,4306,2,0,2023,6,1,23
6/6/2023,Twitter,text,1078,203,169,6312,0,2,2023,6,1,23
6/6/2023,Instagram,text,1456,247,443,8417,1,2,2023,6,1,23
6/6/2023,Instagram,text,553,603,271,4905,1,2,2023,6,1,23
6/6/2023,Twitter,video,595,581,301,9415,0,1,2023,6,1,23
6/6/2023,Twitter,video,617,459,377,4457,0,1,2023,6,1,23
6/6/2023,Facebook,image,1982,751,132,7157,2,0,2023,6,1,23
6/7/2023,Facebook,image,2193,343,276,5693,2,0,2023,6,2,23
6/7/2023,Twitter,video,1951,300,437,4909,0,1,2023,6,2,23
6/7/2023,Instagram,image,1609,239,164,4334,1,0,2023,6,2,23
6/7/2023,Instagram,text,568,359,308,5952,1,2,2023,6,2,23
6/7/2023,Twitter,image,1928,826,142,5379,0,0,2023,6,2,23
6/8/2023,Twitter,video,2167,194,481,9305,0,1,2023,6,3,23
6/8/2023,Facebook,video,605,216,425,9440,2,1,2023,6,3,23
6/8/2023,Instagram,video,1442,411,405,5725,1,1,2023,6,3,23
6/8/2023,Instagram,video,1618,183,359,9841,1,1,2023,6,3,23
6/8/2023,Facebook,image,960,672,388,7171,2,0,2023,6,3,23
6/8/2023,Instagram,image,845,259,120,8510,1,0,2023,6,3,23
6/8/2023,Instagram,image,619,338,394,9549,1,0,2023,6,3,23
6/8/2023,Facebook,text,1527,304,263,9426,2,2,2023,6,3,23
6/9/2023,Facebook,video,855,650,413,6748,2,1,2023,6,4,23
6/9/2023,Twitter,text,877,372,422,8834,0,2,2023,6,4,23
6/9/2023,Instagram,image,1849,845,299,5381,1,0,2023,6,4,23
6/9/2023,Twitter,image,1265,510,436,5574,0,0,2023,6,4,23
6/9/2023,Instagram,image,634,357,164,9281,1,0,2023,6,4,23
6/9/2023,Twitter,image,1882,773,315,6612,0,0,2023,6,4,23
6/9/2023,Facebook,image,2053,818,476,9625,2,0,2023,6,4,23
6/10/2023,Twitter,video,2027,559,373,9064,0,1,2023,6,5,23
6/10/2023,Facebook,image,1655,428,342,7387,2,0,2023,6,5,23
6/10/2023,Twitter,video,1642,811,183,6502,0,1,2023,6,5,23
6/11/2023,Facebook,image,1672,419,493,5762,2,0,2023,6,6,23
6/11/2023,Twitter,image,654,122,313,8736,0,0,2023,6,6,23
6/11/2023,Facebook,text,1632,814,200,5603,2,2,2023,6,6,23
6/11/2023,Twitter,image,1220,187,324,7716,0,0,2023,6,6,23
6/12/2023,Twitter,text,1466,371,301,6011,0,2,2023,6,0,24
6/12/2023,Twitter,text,780,427,100,6999,0,2,2023,6,0,24
6/12/2023,Twitter,video,1019,248,301,5004,0,1,2023,6,0,24
6/13/2023,Instagram,video,1365,277,121,6811,1,1,2023,6,1,24
6/13/2023,Instagram,image,1611,529,147,6703,1,0,2023,6,1,24
6/13/2023,Twitter,text,1903,240,291,4496,0,2,2023,6,1,24
6/13/2023,Twitter,video,490,333,422,5398,0,1,2023,6,1,24
6/14/2023,Facebook,image,1115,790,193,7395,2,0,2023,6,2,24
6/14/2023,Twitter,video,947,239,196,4799,0,1,2023,6,2,24
6/14/2023,Facebook,text,1811,135,385,5971,2,2,2023,6,2,24
6/15/2023,Twitter,image,455,186,192,4917,0,0,2023,6,3,24
6/15/2023,Twitter,video,1199,687,122,9634,0,1,2023,6,3,24
6/15/2023,Twitter,text,2056,110,357,8059,0,2,2023,6,3,24
6/15/2023,Instagram,image,699,577,287,7445,1,0,2023,6,3,24
6/15/2023,Instagram,video,1978,867,377,8922,1,1,2023,6,3,24
6/15/2023,Twitter,text,2189,538,213,6341,0,2,2023,6,3,24
6/16/2023,Twitter,video,1643,133,186,6986,0,1,2023,6,4,24
6/16/2023,Instagram,image,1592,111,224,4059,1,0,2023,6,4,24
6/16/2023,Twitter,text,679,754,329,8253,0,2,2023,6,4,24
6/16/2023,Instagram,image,1022,498,200,5968,1,0,2023,6,4,24
6/16/2023,Twitter,video,1901,270,313,7879,0,1,2023,6,4,24
6/17/2023,Twitter,video,1495,240,300,9297,0,1,2023,6,5,24
6/17/2023,Instagram,video,1179,108,365,5487,1,1,2023,6,5,24
6/17/2023,Instagram,image,434,591,431,8802,1,0,2023,6,5,24
6/17/2023,Facebook,image,1147,554,186,8072,2,0,2023,6,5,24
6/17/2023,Instagram,text,1274,641,163,7537,1,2,2023,6,5,24
6/17/2023,Twitter,image,2006,715,331,8176,0,0,2023,6,5,24
6/17/2023,Instagram,text,504,210,279,5346,1,2,2023,6,5,24
6/18/2023,Facebook,image,695,684,185,4259,2,0,2023,6,6,24
6/18/2023,Twitter,image,1435,819,336,7818,0,0,2023,6,6,24
6/18/2023,Instagram,image,715,173,361,7451,1,0,2023,6,6,24
6/19/2023,Facebook,image,1520,857,213,4886,2,0,2023,6,0,25
6/19/2023,Facebook,video,1200,595,448,8985,2,1,2023,6,0,25
6/19/2023,Facebook,video,1584,425,151,7139,2,1,2023,6,0,25
6/19/2023,Facebook,image,1353,835,147,7420,2,0,2023,6,0,25
6/19/2023,Twitter,image,2030,423,374,8549,0,0,2023,6,0,25
6/19/2023,Facebook,image,516,421,426,5786,2,0,2023,6,0,25
6/20/2023,Facebook,image,543,332,246,4645,2,0,2023,6,1,25
6/20/2023,Facebook,text,1283,664,393,8383,2,2,2023,6,1,25
6/20/2023,Instagram,image,558,478,457,7422,1,0,2023,6,1,25
6/20/2023,Twitter,image,720,525,462,9059,0,0,2023,6,1,25
6/20/2023,Facebook,image,730,113,475,5232,2,0,2023,6,1,25
6/20/2023,Instagram,image,1994,144,192,8890,1,0,2023,6,1,25
6/20/2023,Twitter,image,1511,393,392,8702,0,0,2023,6,1,25
6/21/2023,Instagram,image,1866,209,351,5168,1,0,2023,6,2,25
6/21/2023,Facebook,text,1417,350,410,7303,2,2,2023,6,2,25
6/21/2023,Instagram,text,1650,281,382,6975,1,2,2023,6,2,25
6/21/2023,Instagram,text,1840,408,492,7675,1,2,2023,6,2,25
6/21/2023,Twitter,image,493,410,391,9503,0,0,2023,6,2,25
6/22/2023,Twitter,text,1715,482,146,7545,0,2,2023,6,3,25
6/22/2023,Instagram,video,841,764,365,5772,1,1,2023,6,3,25
6/22/2023,Instagram,text,1578,166,358,6253,1,2,2023,6,3,25
6/22/2023,Instagram,video,931,593,442,8109,1,1,2023,6,3,25
6/22/2023,Instagram,video,948,575,224,5653,1,1,2023,6,3,25
6/22/2023,Facebook,video,841,284,433,7437,2,1,2023,6,3,25
6/22/2023,Facebook,image,525,242,455,8111,2,0,2023,6,3,25
6/22/2023,Facebook,video,2142,110,110,4779,2,1,2023,6,3,25
6/22/2023,Twitter,video,1456,437,224,9989,0,1,2023,6,3,25
6/22/2023,Instagram,image,2040,639,296,8033,1,0,2023,6,3,25
6/23/2023,Facebook,text,1491,374,145,8927,2,2,2023,6,4,25
6/23/2023,Instagram,video,2181,450,124,5595,1,1,2023,6,4,25
6/23/2023,Twitter,text,1645,250,286,7318,0,2,2023,6,4,25
6/23/2023,Facebook,video,1807,396,259,7349,2,1,2023,6,4,25
6/23/2023,Twitter,text,883,666,474,5774,0,2,2023,6,4,25
6/23/2023,Facebook,video,511,421,386,8620,2,1,2023,6,4,25
6/23/2023,Facebook,video,1809,589,174,5728,2,1,2023,6,4,25
6/24/2023,Instagram,video,2074,222,455,6797,1,1,2023,6,5,25
6/24/2023,Twitter,video,1133,436,243,6104,0,1,2023,6,5,25
6/24/2023,Facebook,image,856,156,401,9651,2,0,2023,6,5,25
6/24/2023,Instagram,image,471,425,350,6945,1,0,2023,6,5,25
6/24/2023,Facebook,text,808,671,170,8350,2,2,2023,6,5,25
6/25/2023,Facebook,video,1837,515,139,7716,2,1,2023,6,6,25
6/25/2023,Facebook,text,738,716,479,6742,2,2,2023,6,6,25
6/25/2023,Facebook,text,1965,542,147,8241,2,2,2023,6,6,25
6/25/2023,Instagram,text,1627,436,261,8491,1,2,2023,6,6,25
6/25/2023,Instagram,video,1786,798,177,5507,1,1,2023,6,6,25
6/26/2023,Instagram,image,1916,639,419,6927,1,0,2023,6,0,26
6/26/2023,Facebook,image,1154,171,108,9577,2,0,2023,6,0,26
6/26/2023,Instagram,video,1820,614,228,8336,1,1,2023,6,0,26
6/26/2023,Facebook,video,551,430,434,7162,2,1,2023,6,0,26
6/26/2023,Instagram,text,576,436,137,7069,1,2,2023,6,0,26
6/26/2023,Instagram,image,721,233,459,7774,1,0,2023,6,0,26
6/26/2023,Facebook,image,2172,640,402,5771,2,0,2023,6,0,26
6/26/2023,Twitter,video,1517,801,361,5738,0,1,2023,6,0,26
6/27/2023,Twitter,image,1884,146,303,9489,0,0,2023,6,1,26
6/28/2023,Instagram,image,1468,453,280,8067,1,0,2023,6,2,26
6/28/2023,Twitter,text,679,127,431,7238,0,2,2023,6,2,26
6/29/2023,Instagram,text,1625,809,168,6198,1,2,2023,6,3,26
6/29/2023,Twitter,video,1193,375,181,5543,0,1,2023,6,3,26
6/30/2023,Facebook,video,2037,125,140,6852,2,1,2023,6,4,26
6/30/2023,Facebook,video,1291,324,335,5435,2,1,2023,6,4,26
6/30/2023,Instagram,image,1297,172,144,4655,1,0,2023,6,4,26
6/30/2023,Facebook,text,1800,671,490,8179,2,2,2023,6,4,26
6/30/2023,Instagram,video,964,864,252,4885,1,1,2023,6,4,26
7/1/2023,Instagram,image,1340,789,321,9759,1,0,2023,7,5,26
7/1/2023,Facebook,video,1195,486,150,4640,2,1,2023,7,5,26
7/1/2023,Facebook,video,1911,145,239,7107,2,1,2023,7,5,26
7/2/2023,Instagram,image,2142,347,216,8362,1,0,2023,7,6,26
7/2/2023,Facebook,text,2079,659,427,5490,2,2,2023,7,6,26
7/2/2023,Twitter,image,1596,229,350,5394,0,0,2023,7,6,26
7/3/2023,Instagram,image,1497,279,156,4504,1,0,2023,7,0,27
7/3/2023,Facebook,image,1467,837,375,8266,2,0,2023,7,0,27
7/4/2023,Instagram,text,1649,738,157,7490,1,2,2023,7,1,27
7/4/2023,Instagram,video,1027,244,124,9194,1,1,2023,7,1,27
7/4/2023,Instagram,video,800,479,267,7213,1,1,2023,7,1,27
7/4/2023,Twitter,video,818,236,272,6186,0,1,2023,7,1,27
7/4/2023,Instagram,text,985,275,266,8175,1,2,2023,7,1,27
7/4/2023,Twitter,text,1133,324,175,6288,0,2,2023,7,1,27
7/5/2023,Facebook,text,2048,242,295,9701,2,2,2023,7,2,27
7/5/2023,Facebook,image,1257,785,374,7472,2,0,2023,7,2,27
7/5/2023,Twitter,text,773,464,352,9229,0,2,2023,7,2,27
7/5/2023,Instagram,image,1016,566,477,4140,1,0,2023,7,2,27
7/5/2023,Twitter,image,1985,457,371,9123,0,0,2023,7,2,27
7/5/2023,Facebook,text,929,610,394,6636,2,2,2023,7,2,27
7/5/2023,Twitter,video,1604,813,353,6526,0,1,2023,7,2,27
7/6/2023,Facebook,video,1339,608,318,6209,2,1,2023,7,3,27
7/6/2023,Facebook,video,1412,480,423,4495,2,1,2023,7,3,27
7/6/2023,Twitter,text,744,595,211,7706,0,2,2023,7,3,27
7/6/2023,Facebook,text,1513,196,364,6488,2,2,2023,7,3,27
7/6/2023,Instagram,image,2188,203,314,6051,1,0,2023,7,3,27
7/6/2023,Instagram,text,1184,254,196,6094,1,2,2023,7,3,27
7/6/2023,Facebook,image,2032,348,366,5990,2,0,2023,7,3,27
7/7/2023,Twitter,video,1063,471,462,5551,0,1,2023,7,4,27
7/7/2023,Twitter,text,2131,255,484,9325,0,2,2023,7,4,27
7/7/2023,Twitter,text,707,783,420,9287,0,2,2023,7,4,27
7/7/2023,Instagram,text,558,735,154,4422,1,2,2023,7,4,27
7/7/2023,Instagram,text,562,176,397,8723,1,2,2023,7,4,27
7/8/2023,Twitter,text,469,476,123,8136,0,2,2023,7,5,27
7/8/2023,Instagram,text,758,386,470,9765,1,2,2023,7,5,27
7/8/2023,Twitter,video,1482,640,345,5816,0,1,2023,7,5,27
7/8/2023,Instagram,video,931,372,217,6686,1,1,2023,7,5,27
7/8/2023,Twitter,video,2134,234,474,9323,0,1,2023,7,5,27
7/8/2023,Twitter,image,913,613,161,4147,0,0,2023,7,5,27
7/9/2023,Twitter,text,2169,571,446,4007,0,2,2023,7,6,27
7/9/2023,Facebook,image,867,447,185,5650,2,0,2023,7,6,27
7/9/2023,Twitter,video,808,440,248,8990,0,1,2023,7,6,27
7/9/2023,Facebook,video,667,491,193,4674,2,1,2023,7,6,27
7/10/2023,Facebook,image,997,832,280,7226,2,0,2023,7,0,28
7/10/2023,Instagram,image,1568,715,301,5394,1,0,2023,7,0,28
7/10/2023,Facebook,video,1296,895,341,5521,2,1,2023,7,0,28
7/10/2023,Twitter,text,2159,356,206,6220,0,2,2023,7,0,28
7/10/2023,Instagram,image,1937,847,137,7666,1,0,2023,7,0,28
7/11/2023,Twitter,video,1131,810,431,9628,0,1,2023,7,1,28
7/11/2023,Twitter,image,2131,126,164,6900,0,0,2023,7,1,28
7/11/2023,Twitter,image,793,267,284,5072,0,0,2023,7,1,28
7/11/2023,Facebook,image,1757,524,382,9865,2,0,2023,7,1,28
7/11/2023,Facebook,video,1459,270,229,5562,2,1,2023,7,1,28
7/11/2023,Facebook,text,1848,793,304,8269,2,2,2023,7,1,28
7/11/2023,Facebook,image,549,882,194,6573,2,0,2023,7,1,28
7/11/2023,Facebook,image,1896,186,472,8576,2,0,2023,7,1,28
7/11/2023,Twitter,text,537,826,443,6382,0,2,2023,7,1,28
7/12/2023,Facebook,image,607,370,137,5838,2,0,2023,7,2,28
7/12/2023,Facebook,image,1668,526,461,4667,2,0,2023,7,2,28
7/12/2023,Twitter,text,1071,357,256,5541,0,2,2023,7,2,28
7/12/2023,Facebook,video,894,240,213,8424,2,1,2023,7,2,28
7/12/2023,Instagram,text,991,234,291,5969,1,2,2023,7,2,28
7/12/2023,Instagram,image,1875,623,142,8452,1,0,2023,7,2,28
7/12/2023,Facebook,image,614,107,480,7241,2,0,2023,7,2,28
7/14/2023,Facebook,text,1676,380,223,7666,2,2,2023,7,4,28
7/14/2023,Twitter,text,406,332,496,7775,0,2,2023,7,4,28
7/14/2023,Twitter,video,926,431,284,6550,0,1,2023,7,4,28
7/14/2023,Twitter,image,1333,657,327,8566,0,0,2023,7,4,28
7/14/2023,Twitter,image,592,564,204,9191,0,0,2023,7,4,28
7/14/2023,Twitter,text,737,335,385,6699,0,2,2023,7,4,28
7/15/2023,Twitter,video,1366,310,378,9386,0,1,2023,7,5,28
7/15/2023,Instagram,text,1915,688,138,6845,1,2,2023,7,5,28
7/15/2023,Facebook,video,1325,727,473,6011,2,1,2023,7,5,28
7/15/2023,Twitter,image,647,459,411,6458,0,0,2023,7,5,28
7/16/2023,Twitter,video,1554,898,453,9505,0,1,2023,7,6,28
7/16/2023,Facebook,video,2123,196,490,5694,2,1,2023,7,6,28
7/16/2023,Instagram,image,740,676,161,6175,1,0,2023,7,6,28
7/16/2023,Instagram,image,803,466,247,4347,1,0,2023,7,6,28
7/17/2023,Instagram,image,459,186,441,4893,1,0,2023,7,0,29
7/17/2023,Instagram,image,546,210,330,5214,1,0,2023,7,0,29
7/17/2023,Instagram,video,479,320,461,4324,1,1,2023,7,0,29
7/17/2023,Instagram,image,881,419,476,8762,1,0,2023,7,0,29
7/17/2023,Twitter,text,1413,255,347,6532,0,2,2023,7,0,29
7/17/2023,Twitter,video,1344,455,277,4830,0,1,2023,7,0,29
7/17/2023,Facebook,text,1691,224,108,4027,2,2,2023,7,0,29
7/17/2023,Instagram,image,1842,469,455,5424,1,0,2023,7,0,29
7/17/2023,Instagram,text,769,163,426,6579,1,2,2023,7,0,29
7/18/2023,Twitter,image,996,587,151,5023,0,0,2023,7,1,29
7/18/2023,Twitter,video,1458,681,371,5432,0,1,2023,7,1,29
7/18/2023,Facebook,video,1345,308,327,9191,2,1,2023,7,1,29
7/18/2023,Instagram,image,535,745,313,6169,1,0,2023,7,1,29
